type;start_date;zipcode;visitation_sum;year
outdoor;2019-03-01;77017;69377;2019
outdoor;2019-03-01;77018;13541270;2019
outdoor;2019-03-01;77019;8057737;2019
outdoor;2019-03-01;77020;172670;2019
outdoor;2019-03-01;77021;338520;2019
outdoor;2019-03-01;77022;89484;2019
outdoor;2019-03-01;77023;719740;2019
outdoor;2019-03-01;77024;1864559;2019
outdoor;2019-03-01;77025;12284942;2019
outdoor;2019-03-01;77026;49733;2019
outdoor;2019-03-01;77027;144872;2019
outdoor;2019-03-01;77028;380100;2019
outdoor;2019-03-01;77029;20670;2019
outdoor;2019-03-01;77030;7384974;2019
outdoor;2019-03-01;77031;1090;2019
outdoor;2019-03-01;77032;21192;2019
outdoor;2019-03-01;77033;39607;2019
outdoor;2019-03-01;77034;191630;2019
outdoor;2019-03-01;77035;784898;2019
outdoor;2019-03-01;77036;100958256;2019
outdoor;2019-03-01;77037;23907;2019
outdoor;2019-03-01;77038;795288;2019
outdoor;2019-03-01;77039;583347;2019
outdoor;2019-03-01;77040;901497;2019
outdoor;2019-03-01;77041;53850;2019
outdoor;2019-03-01;77042;1348685;2019
outdoor;2019-03-01;77043;2478958;2019
outdoor;2019-03-01;77044;477065;2019
outdoor;2019-03-01;77045;329925;2019
outdoor;2019-03-01;77046;0;2019
outdoor;2019-03-01;77047;5509;2019
outdoor;2019-03-01;77048;18023;2019
outdoor;2019-03-01;77049;141510;2019
outdoor;2019-03-01;77050;18595;2019
outdoor;2019-03-01;77051;72903;2019
outdoor;2019-03-01;77053;68876;2019
outdoor;2019-03-01;77054;83046;2019
outdoor;2019-03-01;77055;36046;2019
outdoor;2019-03-01;77056;10771412;2019
outdoor;2019-03-01;77057;257966;2019
outdoor;2019-03-01;77058;4048;2019
outdoor;2019-03-01;77059;498899;2019
outdoor;2019-03-01;77060;885290;2019
outdoor;2019-03-01;77061;1748931;2019
outdoor;2019-03-01;77062;274449;2019
outdoor;2019-03-01;77063;98314;2019
outdoor;2019-03-01;77064;2130719;2019
outdoor;2019-03-01;77065;7356;2019
outdoor;2019-03-01;77066;98010;2019
outdoor;2019-03-01;77067;16486;2019
outdoor;2019-03-01;77068;558022;2019
outdoor;2019-03-01;77069;323544;2019
outdoor;2019-03-01;77070;1029222;2019
outdoor;2019-03-01;77071;62408;2019
outdoor;2019-03-01;77072;5566454;2019
outdoor;2019-03-01;77073;19439;2019
outdoor;2019-03-01;77074;1233716;2019
outdoor;2019-03-01;77075;70835;2019
outdoor;2019-03-01;77076;319723;2019
outdoor;2019-03-01;77077;342387;2019
outdoor;2019-03-01;77078;194264;2019
outdoor;2019-03-01;77079;3580148;2019
outdoor;2019-03-01;77080;125233;2019
outdoor;2019-03-01;77081;1352930;2019
outdoor;2019-03-01;77082;29789200;2019
outdoor;2019-03-01;77083;864192;2019
outdoor;2019-03-01;77084;38020941;2019
outdoor;2019-03-01;77085;480;2019
outdoor;2019-03-01;77086;2509;2019
outdoor;2019-03-01;77087;403558;2019
outdoor;2019-03-01;77088;1210470;2019
outdoor;2019-03-01;77089;151701;2019
outdoor;2019-03-01;77090;739522;2019
outdoor;2019-03-01;77091;27652;2019
outdoor;2019-03-01;77092;96421;2019
outdoor;2019-03-01;77093;3491302;2019
outdoor;2019-03-01;77094;1965812;2019
outdoor;2019-03-01;77095;2625366;2019
outdoor;2019-03-01;77096;60197;2019
outdoor;2019-03-01;77098;85468;2019
outdoor;2019-03-01;77099;770868;2019
outdoor;2019-04-01;77002;6515986;2019
outdoor;2019-04-01;77003;890833;2019
outdoor;2019-04-01;77004;5513940;2019
outdoor;2019-04-01;77005;3663115;2019
outdoor;2019-04-01;77006;4756977;2019
outdoor;2019-04-01;77007;56357916;2019
outdoor;2019-04-01;77008;7105685;2019
outdoor;2019-04-01;77009;42230223;2019
outdoor;2019-04-01;77010;0;2019
outdoor;2019-04-01;77011;308429;2019
outdoor;2019-04-01;77012;202923;2019
outdoor;2019-04-01;77013;1322461;2019
outdoor;2019-04-01;77014;0;2019
outdoor;2019-04-01;77015;38201;2019
outdoor;2019-04-01;77016;6681653;2019
outdoor;2019-04-01;77017;130039;2019
outdoor;2019-04-01;77018;13688526;2019
outdoor;2019-04-01;77019;11878473;2019
outdoor;2019-04-01;77020;199439;2019
outdoor;2019-04-01;77021;348624;2019
outdoor;2019-04-01;77022;145883;2019
outdoor;2019-04-01;77023;911889;2019
outdoor;2019-04-01;77024;1750015;2019
outdoor;2019-04-01;77025;12211450;2019
outdoor;2019-04-01;77026;42002;2019
outdoor;2019-04-01;77027;248525;2019
outdoor;2019-04-01;77028;356732;2019
outdoor;2019-04-01;77029;64826;2019
outdoor;2019-04-01;77030;5782442;2019
outdoor;2019-04-01;77031;1858;2019
outdoor;2019-04-01;77032;16910;2019
outdoor;2019-04-01;77033;48828;2019
outdoor;2019-04-01;77034;220919;2019
outdoor;2019-04-01;77035;3473699;2019
outdoor;2019-04-01;77036;38114896;2019
outdoor;2019-04-01;77037;31087;2019
outdoor;2019-04-01;77038;735970;2019
outdoor;2019-04-01;77039;364433;2019
outdoor;2019-04-01;77040;778019;2019
outdoor;2019-04-01;77041;44526;2019
outdoor;2019-04-01;77042;1399044;2019
outdoor;2019-04-01;77043;1601283;2019
outdoor;2019-04-01;77044;1013087;2019
outdoor;2019-04-01;77045;422029;2019
outdoor;2019-04-01;77046;0;2019
outdoor;2019-04-01;77047;4675;2019
outdoor;2019-04-01;77048;15231;2019
outdoor;2019-04-01;77049;267413;2019
outdoor;2019-04-01;77050;38057;2019
outdoor;2019-04-01;77051;66694;2019
outdoor;2019-04-01;77053;92931;2019
outdoor;2019-04-01;77054;76613;2019
outdoor;2019-04-01;77055;46904;2019
outdoor;2019-04-01;77056;7614362;2019
outdoor;2019-04-01;77057;216303;2019
outdoor;2019-04-01;77058;4554;2019
outdoor;2019-04-01;77059;748893;2019
outdoor;2019-04-01;77060;903271;2019
outdoor;2019-04-01;77061;1618928;2019
outdoor;2019-04-01;77062;246471;2019
outdoor;2019-04-01;77063;119099;2019
outdoor;2019-04-01;77064;1233756;2019
outdoor;2019-04-01;77065;11112;2019
outdoor;2019-04-01;77066;126077;2019
outdoor;2019-04-01;77067;19391;2019
outdoor;2019-04-01;77068;460134;2019
outdoor;2019-04-01;77069;442333;2019
outdoor;2019-04-01;77070;825679;2019
outdoor;2019-04-01;77071;62747;2019
outdoor;2019-04-01;77072;4520833;2019
outdoor;2019-04-01;77073;30452;2019
outdoor;2019-04-01;77074;4032360;2019
outdoor;2019-04-01;77075;68669;2019
outdoor;2019-04-01;77076;317806;2019
outdoor;2019-04-01;77077;335915;2019
outdoor;2019-04-01;77078;200556;2019
outdoor;2019-04-01;77079;3926447;2019
outdoor;2019-04-01;77080;151368;2019
outdoor;2019-04-01;77081;3681116;2019
outdoor;2019-04-01;77082;34294949;2019
outdoor;2019-04-01;77083;340428;2019
outdoor;2019-04-01;77084;41599661;2019
outdoor;2019-04-01;77085;1230;2019
outdoor;2019-04-01;77086;2160;2019
outdoor;2019-04-01;77087;363899;2019
outdoor;2019-04-01;77088;1271715;2019
outdoor;2019-04-01;77089;168946;2019
outdoor;2019-04-01;77090;652783;2019
outdoor;2019-04-01;77091;24646;2019
outdoor;2019-04-01;77092;116113;2019
outdoor;2019-04-01;77093;3389880;2019
outdoor;2019-04-01;77094;2118582;2019
outdoor;2019-04-01;77095;3032178;2019
outdoor;2019-04-01;77096;85596;2019
outdoor;2019-04-01;77098;75098;2019
outdoor;2019-04-01;77099;134241;2019
outdoor;2019-05-01;77002;6690489;2019
outdoor;2019-05-01;77003;1265810;2019
outdoor;2019-05-01;77004;6794579;2019
outdoor;2019-05-01;77005;3331514;2019
outdoor;2019-05-01;77006;2607673;2019
outdoor;2019-05-01;77007;86520915;2019
outdoor;2019-05-01;77008;3825128;2019
outdoor;2019-05-01;77009;15512019;2019
outdoor;2019-05-01;77010;0;2019
outdoor;2019-05-01;77011;271845;2019
outdoor;2019-05-01;77012;187340;2019
outdoor;2019-05-01;77013;1212246;2019
outdoor;2019-05-01;77014;0;2019
outdoor;2019-05-01;77015;42631;2019
outdoor;2019-05-01;77016;2202474;2019
outdoor;2019-05-01;77017;85488;2019
outdoor;2019-05-01;77018;12418263;2019
outdoor;2019-05-01;77019;19148722;2019
outdoor;2019-05-01;77020;178669;2019
outdoor;2019-05-01;77021;282688;2019
outdoor;2019-05-01;77022;92378;2019
outdoor;2019-05-01;77023;760269;2019
outdoor;2019-05-01;77024;1736722;2019
outdoor;2019-05-01;77025;12556659;2019
outdoor;2019-05-01;77026;58836;2019
outdoor;2019-05-01;77027;271520;2019
outdoor;2019-05-01;77028;363420;2019
outdoor;2019-05-01;77029;40294;2019
outdoor;2019-05-01;77030;5085624;2019
outdoor;2019-05-01;77031;1478;2019
outdoor;2019-05-01;77032;18524;2019
outdoor;2019-05-01;77033;49100;2019
outdoor;2019-05-01;77034;225175;2019
outdoor;2019-05-01;77035;2979638;2019
outdoor;2019-05-01;77036;47647238;2019
outdoor;2019-05-01;77037;19693;2019
outdoor;2019-05-01;77038;931421;2019
outdoor;2019-05-01;77039;480564;2019
outdoor;2019-05-01;77040;774543;2019
outdoor;2019-05-01;77041;41660;2019
outdoor;2019-05-01;77042;1453372;2019
outdoor;2019-05-01;77043;1334364;2019
outdoor;2019-05-01;77044;805607;2019
outdoor;2019-05-01;77045;451465;2019
outdoor;2019-05-01;77046;0;2019
outdoor;2019-05-01;77047;3249;2019
outdoor;2019-05-01;77048;14517;2019
outdoor;2019-05-01;77049;209382;2019
outdoor;2019-05-01;77050;33898;2019
outdoor;2019-05-01;77051;74523;2019
outdoor;2019-05-01;77053;61062;2019
outdoor;2019-05-01;77054;79182;2019
outdoor;2019-05-01;77055;41742;2019
outdoor;2019-05-01;77056;8674908;2019
outdoor;2019-05-01;77057;231888;2019
outdoor;2019-05-01;77058;2964;2019
outdoor;2019-05-01;77059;1001246;2019
outdoor;2019-05-01;77060;939712;2019
outdoor;2019-05-01;77061;1782737;2019
outdoor;2019-05-01;77062;280249;2019
outdoor;2019-05-01;77063;99339;2019
outdoor;2019-05-01;77064;1163904;2019
outdoor;2019-05-01;77065;7737;2019
outdoor;2019-05-01;77066;108284;2019
outdoor;2019-05-01;77067;15311;2019
outdoor;2019-05-01;77068;518222;2019
outdoor;2019-05-01;77069;523558;2019
outdoor;2019-05-01;77070;939838;2019
outdoor;2019-05-01;77071;55895;2019
outdoor;2019-05-01;77072;6608730;2019
outdoor;2019-05-01;77073;44593;2019
outdoor;2019-05-01;77074;2692088;2019
outdoor;2019-05-01;77075;90787;2019
outdoor;2019-05-01;77076;309748;2019
outdoor;2019-05-01;77077;346506;2019
outdoor;2019-05-01;77078;179778;2019
outdoor;2019-05-01;77079;4232217;2019
outdoor;2019-05-01;77080;155369;2019
outdoor;2019-05-01;77081;2404646;2019
outdoor;2019-05-01;77082;47575438;2019
outdoor;2019-05-01;77083;447017;2019
outdoor;2019-05-01;77084;22166843;2019
outdoor;2019-05-01;77085;1296;2019
outdoor;2019-05-01;77086;2002;2019
outdoor;2019-05-01;77087;320637;2019
outdoor;2019-05-01;77088;1355170;2019
outdoor;2019-05-01;77089;186899;2019
outdoor;2019-05-01;77090;633467;2019
outdoor;2019-05-01;77091;32220;2019
outdoor;2019-05-01;77092;106145;2019
outdoor;2019-05-01;77093;2170266;2019
outdoor;2019-05-01;77094;1905230;2019
outdoor;2019-05-01;77095;3480621;2019
outdoor;2019-05-01;77096;93924;2019
outdoor;2019-05-01;77098;68408;2019
outdoor;2019-05-01;77099;131418;2019
outdoor;2019-06-01;77002;8256389;2019
outdoor;2019-06-01;77003;1138491;2019
outdoor;2019-06-01;77004;6353287;2019
outdoor;2019-06-01;77005;4890203;2019
outdoor;2019-06-01;77006;10689535;2019
outdoor;2019-06-01;77007;127338294;2019
outdoor;2019-06-01;77008;9733495;2019
outdoor;2019-06-01;77009;45672343;2019
outdoor;2019-06-01;77010;0;2019
outdoor;2019-06-01;77011;332444;2019
outdoor;2019-06-01;77012;152703;2019
outdoor;2019-06-01;77013;978072;2019
outdoor;2019-06-01;77014;0;2019
outdoor;2019-06-01;77015;39758;2019
outdoor;2019-06-01;77016;17264196;2019
outdoor;2019-06-01;77017;72107;2019
outdoor;2019-06-01;77018;37353946;2019
outdoor;2019-06-01;77019;15096165;2019
outdoor;2019-06-01;77020;134872;2019
outdoor;2019-06-01;77021;309323;2019
outdoor;2019-06-01;77022;98294;2019
outdoor;2019-06-01;77023;714238;2019
outdoor;2019-06-01;77024;1584888;2019
outdoor;2019-06-01;77025;11454606;2019
outdoor;2019-06-01;77026;44549;2019
outdoor;2019-06-01;77027;227006;2019
outdoor;2019-06-01;77028;260524;2019
outdoor;2019-06-01;77029;27560;2019
outdoor;2019-06-01;77030;4076906;2019
outdoor;2019-06-01;77031;1111;2019
outdoor;2019-06-01;77032;6693;2019
outdoor;2019-06-01;77033;28731;2019
outdoor;2019-06-01;77034;135870;2019
outdoor;2019-06-01;77035;1381731;2019
outdoor;2019-06-01;77036;187457334;2019
outdoor;2019-06-01;77037;12629;2019
outdoor;2019-06-01;77038;836813;2019
outdoor;2019-06-01;77039;459348;2019
outdoor;2019-06-01;77040;610512;2019
outdoor;2019-06-01;77041;34098;2019
outdoor;2019-06-01;77042;1333955;2019
outdoor;2019-06-01;77043;1557361;2019
outdoor;2019-06-01;77044;651248;2019
outdoor;2019-06-01;77045;270714;2019
outdoor;2019-06-01;77046;0;2019
outdoor;2019-06-01;77047;5616;2019
outdoor;2019-06-01;77048;19771;2019
outdoor;2019-06-01;77049;145293;2019
outdoor;2019-06-01;77050;10046;2019
outdoor;2019-06-01;77051;48673;2019
outdoor;2019-06-01;77053;42717;2019
outdoor;2019-06-01;77054;78845;2019
outdoor;2019-06-01;77055;19550;2019
outdoor;2019-06-01;77056;8099120;2019
outdoor;2019-06-01;77057;198886;2019
outdoor;2019-06-01;77058;4860;2019
outdoor;2019-06-01;77059;958442;2019
outdoor;2019-06-01;77060;827714;2019
outdoor;2019-06-01;77061;1331077;2019
outdoor;2019-06-01;77062;220767;2019
outdoor;2019-06-01;77063;84912;2019
outdoor;2019-06-01;77064;959094;2019
outdoor;2019-06-01;77065;6045;2019
outdoor;2019-06-01;77066;83613;2019
outdoor;2019-06-01;77067;13872;2019
outdoor;2019-06-01;77068;388988;2019
outdoor;2019-06-01;77069;315326;2019
outdoor;2019-06-01;77070;927170;2019
outdoor;2019-06-01;77071;48591;2019
outdoor;2019-06-01;77072;43704898;2019
outdoor;2019-06-01;77073;22854;2019
outdoor;2019-06-01;77074;9263579;2019
outdoor;2019-06-01;77075;88709;2019
outdoor;2019-06-01;77076;225423;2019
outdoor;2019-06-01;77077;315609;2019
outdoor;2019-06-01;77078;200971;2019
outdoor;2019-06-01;77079;3312080;2019
outdoor;2019-06-01;77080;137145;2019
outdoor;2019-06-01;77081;2122992;2019
outdoor;2019-06-01;77082;136480403;2019
outdoor;2019-06-01;77083;357887;2019
outdoor;2019-06-01;77084;14174301;2019
outdoor;2019-06-01;77085;567;2019
outdoor;2019-06-01;77086;4704;2019
outdoor;2019-06-01;77087;204275;2019
outdoor;2019-06-01;77088;1086062;2019
outdoor;2019-06-01;77089;162252;2019
outdoor;2019-06-01;77090;1612946;2019
outdoor;2019-06-01;77091;42516;2019
outdoor;2019-06-01;77092;77920;2019
outdoor;2019-06-01;77093;5270149;2019
outdoor;2019-06-01;77094;1371205;2019
outdoor;2019-06-01;77095;3066660;2019
outdoor;2019-06-01;77096;21298;2019
outdoor;2019-06-01;77098;41124;2019
outdoor;2019-06-01;77099;72884;2019
outdoor;2019-07-01;77002;9029237;2019
outdoor;2019-07-01;77003;1604691;2019
outdoor;2019-07-01;77004;1723496;2019
outdoor;2019-07-01;77005;1342501;2019
outdoor;2019-07-01;77006;7314008;2019
outdoor;2019-07-01;77007;152007902;2019
outdoor;2019-07-01;77008;29691601;2019
outdoor;2019-07-01;77009;20458327;2019
outdoor;2019-07-01;77010;0;2019
outdoor;2019-07-01;77011;229774;2019
outdoor;2019-07-01;77012;107537;2019
outdoor;2019-07-01;77013;924853;2019
outdoor;2019-07-01;77014;0;2019
outdoor;2019-07-01;77015;39066;2019
outdoor;2019-07-01;77016;12618986;2019
outdoor;2019-07-01;77017;58699;2019
outdoor;2019-07-01;77018;31335965;2019
outdoor;2019-07-01;77019;8374549;2019
outdoor;2019-07-01;77020;90968;2019
outdoor;2019-07-01;77021;255806;2019
outdoor;2019-07-01;77022;68518;2019
outdoor;2019-07-01;77023;569405;2019
outdoor;2019-07-01;77024;1542953;2019
outdoor;2019-07-01;77025;9732674;2019
outdoor;2019-07-01;77026;41006;2019
outdoor;2019-07-01;77027;126221;2019
outdoor;2019-07-01;77028;272751;2019
outdoor;2019-07-01;77029;30131;2019
outdoor;2019-07-01;77030;4328181;2019
outdoor;2019-07-01;77031;872;2019
outdoor;2019-07-01;77032;5280;2019
outdoor;2019-07-01;77033;26698;2019
outdoor;2019-07-01;77034;112445;2019
outdoor;2019-07-01;77035;11030248;2019
outdoor;2019-07-01;77036;115180873;2019
outdoor;2019-07-01;77037;5530;2019
outdoor;2019-07-01;77038;1260014;2019
outdoor;2019-07-01;77039;450592;2019
outdoor;2019-07-01;77040;200766;2019
outdoor;2019-07-01;77041;28090;2019
outdoor;2019-07-01;77042;1062193;2019
outdoor;2019-07-01;77043;1774932;2019
outdoor;2019-07-01;77044;516267;2019
outdoor;2019-07-01;77045;143853;2019
outdoor;2019-07-01;77046;0;2019
outdoor;2019-07-01;77047;9070;2019
outdoor;2019-07-01;77048;14760;2019
outdoor;2019-07-01;77049;110508;2019
outdoor;2019-07-01;77050;7606;2019
outdoor;2019-07-01;77051;59961;2019
outdoor;2019-07-01;77053;50691;2019
outdoor;2019-07-01;77054;65832;2019
outdoor;2019-07-01;77055;18738;2019
outdoor;2019-07-01;77056;9199085;2019
outdoor;2019-07-01;77057;156454;2019
outdoor;2019-07-01;77058;1854;2019
outdoor;2019-07-01;77059;514626;2019
outdoor;2019-07-01;77060;653101;2019
outdoor;2019-07-01;77061;1380774;2019
outdoor;2019-07-01;77062;208256;2019
outdoor;2019-07-01;77063;59045;2019
outdoor;2019-07-01;77064;355201;2019
outdoor;2019-07-01;77065;6064;2019
outdoor;2019-07-01;77066;49227;2019
outdoor;2019-07-01;77067;12048;2019
outdoor;2019-07-01;77068;373164;2019
outdoor;2019-07-01;77069;284213;2019
outdoor;2019-07-01;77070;866022;2019
outdoor;2019-07-01;77071;45980;2019
outdoor;2019-07-01;77072;93462479;2019
outdoor;2019-07-01;77073;9081;2019
outdoor;2019-07-01;77074;6054353;2019
outdoor;2019-07-01;77075;66250;2019
outdoor;2019-07-01;77076;225734;2019
outdoor;2019-07-01;77077;283855;2019
outdoor;2019-07-01;77078;151720;2019
outdoor;2019-07-01;77079;2895950;2019
outdoor;2019-07-01;77080;107165;2019
outdoor;2019-07-01;77081;4007604;2019
outdoor;2019-07-01;77082;22071128;2019
outdoor;2019-07-01;77083;452747;2019
outdoor;2019-07-01;77084;14639115;2019
outdoor;2019-07-01;77085;444;2019
outdoor;2019-07-01;77086;1512;2019
outdoor;2019-07-01;77087;124989;2019
outdoor;2019-07-01;77088;894975;2019
outdoor;2019-07-01;77089;136535;2019
outdoor;2019-07-01;77090;3375763;2019
outdoor;2019-07-01;77091;29099;2019
outdoor;2019-07-01;77092;62030;2019
outdoor;2019-07-01;77093;996997;2019
outdoor;2019-07-01;77094;1136761;2019
outdoor;2019-07-01;77095;2339031;2019
outdoor;2019-07-01;77096;12473;2019
outdoor;2019-07-01;77098;49322;2019
outdoor;2019-07-01;77099;59500;2019
outdoor;2019-08-01;77002;5456340;2019
outdoor;2019-08-01;77003;1940477;2019
outdoor;2019-08-01;77004;21154444;2019
outdoor;2019-08-01;77005;4572599;2019
outdoor;2019-08-01;77006;7832044;2019
outdoor;2019-08-01;77007;474038208;2019
outdoor;2019-08-01;77008;37010255;2019
outdoor;2019-08-01;77009;24802288;2019
outdoor;2019-08-01;77010;0;2019
outdoor;2019-08-01;77011;183513;2019
outdoor;2019-08-01;77012;90180;2019
outdoor;2019-08-01;77013;936945;2019
outdoor;2019-08-01;77014;0;2019
outdoor;2019-08-01;77015;25518;2019
outdoor;2019-08-01;77016;59181025;2019
outdoor;2019-08-01;77017;65203;2019
outdoor;2019-08-01;77018;118969353;2019
outdoor;2019-08-01;77019;47537204;2019
outdoor;2019-08-01;77020;109028;2019
outdoor;2019-08-01;77021;289148;2019
outdoor;2019-08-01;77022;91174;2019
outdoor;2019-08-01;77023;655708;2019
outdoor;2019-08-01;77024;1544859;2019
outdoor;2019-08-01;77025;10897756;2019
outdoor;2019-08-01;77026;43457;2019
outdoor;2019-08-01;77027;115282;2019
outdoor;2019-08-01;77028;557277;2019
outdoor;2019-08-01;77029;35116;2019
outdoor;2019-08-01;77030;2055934;2019
outdoor;2019-08-01;77031;913;2019
outdoor;2019-08-01;77032;7917;2019
outdoor;2019-08-01;77033;28401;2019
outdoor;2019-08-01;77034;130962;2019
outdoor;2019-08-01;77035;76498087;2019
outdoor;2019-08-01;77036;92660638;2019
outdoor;2019-08-01;77037;11179;2019
outdoor;2019-08-01;77038;1742483;2019
outdoor;2019-08-01;77039;453678;2019
outdoor;2019-08-01;77040;159797;2019
outdoor;2019-08-01;77041;25776;2019
outdoor;2019-08-01;77042;1241549;2019
outdoor;2019-08-01;77043;1584008;2019
outdoor;2019-08-01;77044;361830;2019
outdoor;2019-08-01;77045;166117;2019
outdoor;2019-08-01;77046;0;2019
outdoor;2019-08-01;77047;4464;2019
outdoor;2019-08-01;77048;12032;2019
outdoor;2019-08-01;77049;109798;2019
outdoor;2019-08-01;77050;18674;2019
outdoor;2019-08-01;77051;65095;2019
outdoor;2019-08-01;77053;47949;2019
outdoor;2019-08-01;77054;60918;2019
outdoor;2019-08-01;77055;29584;2019
outdoor;2019-08-01;77056;8825310;2019
outdoor;2019-08-01;77057;110148;2019
outdoor;2019-08-01;77058;4260;2019
outdoor;2019-08-01;77059;818211;2019
outdoor;2019-08-01;77060;620790;2019
outdoor;2019-08-01;77061;1551895;2019
outdoor;2019-08-01;77062;200370;2019
outdoor;2019-08-01;77063;51488;2019
outdoor;2019-08-01;77064;494969;2019
outdoor;2019-08-01;77065;5325;2019
outdoor;2019-08-01;77066;72406;2019
outdoor;2019-08-01;77067;11154;2019
outdoor;2019-08-01;77068;263707;2019
outdoor;2019-08-01;77069;281353;2019
outdoor;2019-08-01;77070;780067;2019
outdoor;2019-08-01;77071;40712;2019
outdoor;2019-08-01;77072;52621806;2019
outdoor;2019-08-01;77073;10424;2019
outdoor;2019-08-01;77074;58819989;2019
outdoor;2019-08-01;77075;115505;2019
outdoor;2019-08-01;77076;251396;2019
outdoor;2019-08-01;77077;270467;2019
outdoor;2019-08-01;77078;172248;2019
outdoor;2019-08-01;77079;2752894;2019
outdoor;2019-08-01;77080;82909;2019
outdoor;2019-08-01;77081;3793080;2019
outdoor;2019-08-01;77082;31791868;2019
outdoor;2019-08-01;77083;333736;2019
outdoor;2019-08-01;77084;10940893;2019
outdoor;2019-08-01;77085;345;2019
outdoor;2019-08-01;77086;1914;2019
outdoor;2019-08-01;77087;136953;2019
outdoor;2019-08-01;77088;825391;2019
outdoor;2019-08-01;77089;186193;2019
outdoor;2019-08-01;77090;24244290;2019
outdoor;2019-08-01;77091;35591;2019
outdoor;2019-08-01;77092;74376;2019
outdoor;2019-08-01;77093;6924794;2019
outdoor;2019-08-01;77094;1126204;2019
outdoor;2019-08-01;77095;2094376;2019
outdoor;2019-08-01;77096;30764;2019
outdoor;2019-08-01;77098;43493;2019
outdoor;2019-08-01;77099;18252;2019
outdoor;2019-09-01;77002;3458071;2019
outdoor;2019-09-01;77003;720967;2019
outdoor;2019-09-01;77004;45300242;2019
outdoor;2019-09-01;77005;6315878;2019
outdoor;2019-09-01;77006;54500071;2019
outdoor;2019-09-01;77007;1737977186;2019
outdoor;2019-09-01;77008;92375959;2019
outdoor;2019-09-01;77009;8381199;2019
outdoor;2019-09-01;77010;0;2019
outdoor;2019-09-01;77011;238688;2019
outdoor;2019-09-01;77012;114045;2019
outdoor;2019-09-01;77013;1083228;2019
outdoor;2019-09-01;77014;0;2019
outdoor;2019-09-01;77015;49948;2019
outdoor;2019-09-01;77016;21080059;2019
outdoor;2019-09-01;77017;73583;2019
outdoor;2019-09-01;77018;96006075;2019
outdoor;2019-09-01;77019;307135813;2019
outdoor;2019-09-01;77020;117735;2019
outdoor;2019-09-01;77021;493619;2019
outdoor;2019-09-01;77022;105706;2019
outdoor;2019-09-01;77023;808222;2019
outdoor;2019-09-01;77024;1532906;2019
outdoor;2019-09-01;77025;12622757;2019
outdoor;2019-09-01;77026;34849;2019
outdoor;2019-09-01;77027;159561;2019
outdoor;2019-09-01;77028;855148;2019
outdoor;2019-09-01;77029;29828;2019
outdoor;2019-09-01;77030;2718401;2019
outdoor;2019-09-01;77031;13506;2019
outdoor;2019-09-01;77032;22576;2019
outdoor;2019-09-01;77033;50018;2019
outdoor;2019-09-01;77034;211521;2019
outdoor;2019-09-01;77035;3532691;2019
outdoor;2019-09-01;77036;191697144;2019
outdoor;2019-09-01;77037;45471;2019
outdoor;2019-09-01;77038;792562;2019
outdoor;2019-09-01;77039;490287;2019
outdoor;2019-09-01;77040;356566;2019
outdoor;2019-09-01;77041;27404;2019
outdoor;2019-09-01;77042;998699;2019
outdoor;2019-09-01;77043;2217842;2019
outdoor;2019-09-01;77044;412138;2019
outdoor;2019-09-01;77045;284731;2019
outdoor;2019-09-01;77046;0;2019
outdoor;2019-09-01;77047;3789;2019
outdoor;2019-09-01;77048;16689;2019
outdoor;2019-09-01;77049;116700;2019
outdoor;2019-09-01;77050;31091;2019
outdoor;2019-09-01;77051;48512;2019
outdoor;2019-09-01;77053;72959;2019
outdoor;2019-09-01;77054;73060;2019
outdoor;2019-09-01;77055;56563;2019
outdoor;2019-09-01;77056;5593805;2019
outdoor;2019-09-01;77057;165202;2019
outdoor;2019-09-01;77058;5460;2019
outdoor;2019-09-01;77059;823222;2019
outdoor;2019-09-01;77060;993547;2019
outdoor;2019-09-01;77061;2407713;2019
outdoor;2019-09-01;77062;248187;2019
outdoor;2019-09-01;77063;80060;2019
outdoor;2019-09-01;77064;1899256;2019
outdoor;2019-09-01;77065;5484;2019
outdoor;2019-09-01;77066;50445;2019
outdoor;2019-09-01;77067;5535;2019
outdoor;2019-09-01;77068;255922;2019
outdoor;2019-09-01;77069;255051;2019
outdoor;2019-09-01;77070;673444;2019
outdoor;2019-09-01;77071;35682;2019
outdoor;2019-09-01;77072;549644939;2019
outdoor;2019-09-01;77073;16196;2019
outdoor;2019-09-01;77074;14278104;2019
outdoor;2019-09-01;77075;88418;2019
outdoor;2019-09-01;77076;207728;2019
outdoor;2019-09-01;77077;342743;2019
outdoor;2019-09-01;77078;189991;2019
outdoor;2019-09-01;77079;3205232;2019
outdoor;2019-09-01;77080;114781;2019
outdoor;2019-09-01;77081;4652284;2019
outdoor;2019-09-01;77082;22032382;2019
outdoor;2019-09-01;77083;226688;2019
outdoor;2019-09-01;77084;16560421;2019
outdoor;2019-09-01;77085;534;2019
outdoor;2019-09-01;77086;2208;2019
outdoor;2019-09-01;77087;187893;2019
outdoor;2019-09-01;77088;1210365;2019
outdoor;2019-09-01;77089;186464;2019
outdoor;2019-09-01;77090;2164433;2019
outdoor;2019-09-01;77091;35462;2019
outdoor;2019-09-01;77092;86279;2019
outdoor;2019-09-01;77093;2094468;2019
outdoor;2019-09-01;77094;1221002;2019
outdoor;2019-09-01;77095;2029694;2019
outdoor;2019-09-01;77096;54243;2019
outdoor;2019-09-01;77098;77037;2019
